popwght,state,nielsen,region,division,ownhome,mstatus,emply,age,age2,educ,income,d3_a,sex,sumo8
0.5221,KY,D,South,East South Central,Owned,Married,Homemaker,55, ,High school graduate,"$50,000 but less than $75,000",Moderate,Female,Sausage
1.3478,TX,A,South,West South Central,Owned,Widowed,Full-time,Refused,50-64,High school graduate,Refused,Very liberal,Female,Don't know/no answer
0.3033,ND,D,North Central,West North Central,Owned,Widowed,Retired,87, ,Less than high school graduate,"$30,000 but less than $40,000",Very conservative,Male,Mushrooms
0.8681,GA,A,South,South Atlantic,Owned,"Single, that is never married",Full-time,28, ,Graduated college,"$50,000 but less than $75,000",Moderate,Female,Mushrooms
0.527,NJ,A,North East,Mid Atlantic,Rented,"Single, living with a partner",Full-time,29, ,Technical school/other,"$30,000 but less than $40,000",Very liberal,Male,Mushrooms
0.5342,FL,C,South,South Atlantic,Owned,Divorced,Part-time,70, ,High school graduate,"$40,000 but less than $50,000",Very conservative,Male,Pepperoni
2.0768,WV,C,South,South Atlantic,Owned,Married,Full-time,35, ,Less than high school graduate,"$100,000 to under $150,000",Somewhat conservative,Male,Pepperoni
1.2761,MN,C,North Central,West North Central,Rented,Divorced,Disabled/Handicapped,51, ,Graduated college,"Less than $15,000",Very liberal,Male,Pepperoni
0.9491,VA,B,South,South Atlantic,Rented,Widowed,Retired,85, ,High school graduate,"$15,000 but less than $25,000",Very conservative,Female,Pepperoni
0.9813,TN,B,South,East South Central,Owned,Married,Full-time,66, ,Some college,"$50,000 but less than $100,000 (Unspecified)",Refused,Female,Sausage
0.6783,GA,A,South,South Atlantic,Owned,Married,Part-time,51, ,High school graduate,"$50,000 but less than $75,000",Somewhat conservative,Female,Pepperoni
2.4944,OK,C,South,West South Central,Owned,Married,Full-time,53, ,High school graduate,"$40,000 but less than $50,000",Moderate,Male,Sausage
0.4824,GA,D,South,South Atlantic,Owned,Separated,Disabled/Handicapped,67, ,High school graduate,Don't know,Somewhat conservative,Male,Pepperoni
1.9748,FL,D,South,South Atlantic,Owned,Married,Full-time,Refused,50-64,Some college,"$30,000 but less than $40,000",Somewhat liberal,Female,Sausage
2.2928,NC,D,South,South Atlantic,Rented,"Single, that is never married",Part-time,30, ,High school graduate,Don't know,Don't know,Female,Sausage
1.3233,KY,B,South,East South Central,Rented,Married,Student,30, ,Graduated college,"$25,000 but less than $30,000",Somewhat liberal,Male,Pepperoni
0.6574,TX,A,South,West South Central,Owned,"Single, that is never married",Full-time,45, ,High school graduate,"$50,000 but less than $75,000",Moderate,Male,Pepperoni
1.3635,OK,B,South,West South Central,Owned,Married,Full-time,54, ,Some college,"$100,000 to under $150,000",Somewhat conservative,Male,Sausage
1.4341,PA,B,North East,Mid Atlantic,Owned,Married,Full-time,34, ,Graduated college,"$150,000 to under $200,000",Somewhat conservative,Male,Pepperoni
3.0668,MD,A,South,South Atlantic,Rented,Married,Student,30, ,Some college,"$100,000 to under $150,000",Moderate,Male,Onions
1.8792,FL,A,South,South Atlantic,Owned,Married,Part-time,36, ,Graduate school or more,"$75,000 but less than $100,000",Moderate,Female,Mushrooms
1.2022,TX,A,South,West South Central,Owned,Married,Full-time,64, ,Graduate school or more,"$250,000 or more",Somewhat conservative,Male,Pepperoni
1.1749,TX,A,South,West South Central,Owned,Divorced,Full-time,21, ,Some college,"$100,000 to under $150,000",Very liberal,Male,Pepperoni
1.1888,TX,C,South,West South Central,Owned,Married,Full-time,50, ,Some college,"$100,000 to under $150,000",Somewhat conservative,Male,Mushrooms
0.923,IL,A,North Central,East North Central,Owned,Married,Temporarily unemployed,50, ,Some college,"$75,000 but less than $100,000",Somewhat liberal,Male,Sausage
0.9472,TX,B,South,West South Central,Owned,"Single, that is never married",Full-time,22, ,High school graduate,"Less than $15,000",Somewhat conservative,Male,Pepperoni
1.9243,TN,B,South,East South Central,Rented,"Single, living with a partner",Homemaker,27, ,High school graduate,"$15,000 but less than $25,000",Don't know,Female,Sausage
0.3707,MD,A,South,South Atlantic,Owned,Separated,Retired,66, ,Some college,"$30,000 but less than $40,000",Moderate,Female,Pepperoni
0.9878,FL,B,South,South Atlantic,Owned,Divorced,Retired,76, ,Some college,"$30,000 but less than $40,000",Somewhat liberal,Male,Pepperoni
3.0131,FL,A,South,South Atlantic,Rented,"Single, that is never married",Full-time,32, ,Less than high school graduate,"$15,000 but less than $25,000",Somewhat liberal,Female,Pepperoni
2.1395,GA,A,South,South Atlantic,Owned,"Single, that is never married",Part-time,37, ,Technical school/other,"$15,000 but less than $25,000",Don't know,Male,Don't eat pizza
1.304,GA,C,South,South Atlantic,Rented,"Single, that is never married",Full-time,21, ,High school graduate,"$15,000 but less than $25,000",Very liberal,Male,Pepperoni
1.0649,WV,C,South,South Atlantic,Owned,Married,Full-time,55, ,Graduate school or more,"$100,000 to under $150,000",Somewhat conservative,Female,Pepperoni
0.9878,TX,A,South,West South Central,Rented,Divorced,Full-time,68, ,Some college,"$100,000 and over (Unspecified)",Very conservative,Male,Pepperoni
1.4909,NY,C,North East,Mid Atlantic,Owned,Married,Full-time,58, ,Some college,"$100,000 to under $150,000",Somewhat conservative,Male,Mushrooms
3.0797,FL,A,South,South Atlantic,Rented,Married,Full-time,54, ,Less than high school graduate,"$25,000 but less than $30,000",Moderate,Male,Mushrooms
1.304,DC,A,South,South Atlantic,Rented,"Single, that is never married",Student,18, ,High school graduate,"Less than $15,000",Somewhat liberal,Male,Pepperoni
0.7255,NC,B,South,South Atlantic,Owned,Widowed,Full-time,67, ,Graduated college,Refused,Somewhat conservative,Female,Mushrooms
0.8719,OH,B,North Central,East North Central,Owned,Married,Full-time,46, ,High school graduate,"$50,000 but less than $75,000",Moderate,Male,Pepperoni
1.599,TX,D,South,West South Central,Owned,Divorced,Part-time,64, ,Some college,"$15,000 but less than $25,000",Somewhat liberal,Male,Mushrooms
1.2831,TX,A,South,West South Central,Owned,Married,Retired,63, ,Some college,"$30,000 but less than $40,000",Somewhat liberal,Female,Pepperoni
0.9349,MS,B,South,East South Central,Rented,"Single, that is never married",Full-time,23, ,Some college,Refused,Moderate,Male,Mushrooms
1.5572,PA,B,North East,Mid Atlantic,Owned,"Single, that is never married",Part-time,38, ,Less than high school graduate,"Less than $15,000",Somewhat liberal,Male,Pepperoni
0.6256,MS,C,South,East South Central,Rented,Divorced,Disabled/Handicapped,46, ,Some college,"$40,000 but less than $50,000",Somewhat liberal,Male,Pepperoni
0.5324,FL,A,South,South Atlantic,Owned,"Single, that is never married",Full-time,58, ,Graduate school or more,"$25,000 but less than $30,000",Moderate,Female,Pepperoni
0.2928,FL,B,South,South Atlantic,Owned,Widowed,Retired,78, ,Graduated college,"Less than $50,000 (Unspecified)",Moderate,Female,Pepperoni
1.1465,GA,A,South,South Atlantic,Rented,"Single, that is never married",Part-time,18, ,Less than high school graduate,"Less than $50,000 (Unspecified)",Somewhat conservative,Male,Sausage
0.855,TN,B,South,East South Central,Owned,Divorced,Full-time,65, ,Some college,"$25,000 but less than $30,000",Somewhat liberal,Female,Pepperoni
2.0522,TX,A,South,West South Central,Rented,"Single, that is never married",Full-time,44, ,High school graduate,"$15,000 but less than $25,000",Somewhat conservative,Male,Sausage
0.6664,MD,A,South,South Atlantic,Owned,Married,Retired,69, ,Graduated college,"$150,000 to under $200,000",Very liberal,Female,Pepperoni
1.7485,NJ,A,North East,Mid Atlantic,Owned,Separated,Part-time,50, ,Some college,"$100,000 to under $150,000",Moderate,Male,Onions
0.9444,NJ,A,North East,Mid Atlantic,Owned,Married,Full-time,36, ,Graduated college,"$150,000 to under $200,000",Moderate,Female,Pepperoni
1.7741,FL,B,South,South Atlantic,Owned,Married,Retired,58, ,High school graduate,"$50,000 but less than $75,000",Don't know,Female,Mushrooms
1.18,FL,B,South,South Atlantic,Owned,Married,Full-time,48, ,Graduated college,"$30,000 but less than $40,000",Somewhat conservative,Male,Mushrooms
0.9376,MO,C,North Central,West North Central,Rented,"Single, that is never married",Full-time,29, ,Graduated college,"$100,000 to under $150,000",Somewhat conservative,Male,Pepperoni
0.5309,GA,D,South,South Atlantic,Rented,"Single, living with a partner",Full-time,46, ,High school graduate,"$75,000 but less than $100,000",Very liberal,Male,Onions
1.3864,GA,C,South,South Atlantic,Owned,Married,Retired,68, ,Graduated college,Refused,Somewhat conservative,Male,Pepperoni
2.1919,GA,A,South,South Atlantic,Rented,Married,Full-time,53, ,High school graduate,"$15,000 but less than $25,000",Moderate,Female,Pepperoni
1.2825,LA,B,South,West South Central,Owned,Widowed,Part-time,50, ,Technical school/other,"Less than $15,000",Moderate,Female,Pepperoni
1.9243,LA,B,South,West South Central,Rented,"Single, living with a partner",Full-time,24, ,High school graduate,"$15,000 but less than $25,000",Somewhat conservative,Female,Pepperoni
0.7587,FL,D,South,South Atlantic,Owned,Divorced,Retired,66, ,Less than high school graduate,"$30,000 but less than $40,000",Somewhat conservative,Male,Pepperoni
1.0159,FL,B,South,South Atlantic,Owned,Married,Full-time,36, ,Graduate school or more,Refused,Refused,Male,Don't know/no answer
0.7031,TX,A,South,West South Central,Rented,Divorced,Retired,Refused,65+,High school graduate,"Less than $15,000",Moderate,Female,Pepperoni
0.4729,TX,B,South,West South Central,Owned,"Single, living with a partner",Part-time,65, ,Graduate school or more,"$250,000 or more",Moderate,Male,Don't know/no answer
0.7436,NC,B,South,South Atlantic,Owned,Married,Retired,69, ,Some college,Refused,Somewhat conservative,Female,Pepperoni
1.2102,MA,A,North East,New England,Rented,"Single, that is never married",Full-time,55, ,Graduated college,"$15,000 but less than $25,000",Very liberal,Female,Mushrooms
0.5585,SC,C,South,South Atlantic,Owned,Married,Part-time,72, ,Graduated college,"$50,000 but less than $100,000 (Unspecified)",Very conservative,Female,Sausage
1.214,TX,A,South,West South Central,Rented,"Single, that is never married",Student,20, ,High school graduate,"Less than $15,000",Somewhat liberal,Male,Onions
1.5291,TX,A,South,West South Central,Rented,Married,Full-time,31, ,Some college,"$75,000 but less than $100,000",Moderate,Male,Sausage
0.3026,IA,D,North Central,West North Central,Owned,Married,Retired,72, ,High school graduate,"$30,000 but less than $40,000",Somewhat liberal,Male,Pepperoni
1.0072,IN,A,North Central,East North Central,Rented,"Single, living with a partner",Full-time,24, ,Graduated college,"$100,000 and over (Unspecified)",Somewhat conservative,Male,Pepperoni
1.9243,FL,B,South,South Atlantic,Rented,"Single, living with a partner",Full-time,23, ,High school graduate,Refused,Somewhat liberal,Female,Mushrooms
1.9297,FL,B,South,South Atlantic,Rented,"Single, that is never married",Part-time,21, ,High school graduate,Don't know,Somewhat conservative,Female,Pepperoni
0.5445,FL,B,South,South Atlantic,Rented,"Single, living with a partner",Full-time,46, ,Less than high school graduate,"Less than $15,000",Very conservative,Male,Pepperoni
2.4727,AL,C,South,East South Central,Rented,Divorced,Full-time,38, ,Some college,"$25,000 but less than $30,000",Somewhat conservative,Female,Mushrooms
1.1122,MS,B,South,East South Central,Owned,Married,Full-time,54, ,Some college,"$50,000 but less than $75,000",Moderate,Female,Mushrooms
0.6063,FL,A,South,South Atlantic,Owned,Divorced,Disabled/Handicapped,62, ,Graduated college,"Less than $15,000",Somewhat liberal,Female,Pepperoni
1.9374,FL,A,South,South Atlantic,Rented,"Single, living with a partner",Full-time,21, ,Some college,"$40,000 but less than $50,000",Very liberal,Female,Pepperoni
0.6923,SC,B,South,South Atlantic,Rented,Married,Retired,49, ,Graduated college,"$50,000 but less than $75,000",Somewhat liberal,Male,Mushrooms
0.25,FL,D,South,South Atlantic,Owned,Separated,Retired,85, ,Graduated college,"$75,000 but less than $100,000",Don't know,Male,Mushrooms
2.4312,MD,A,South,South Atlantic,Rented,"Single, that is never married",Full-time,36, ,Some college,"$30,000 but less than $40,000",Somewhat conservative,Female,Don't know/no answer
0.648,GA,A,South,South Atlantic,Rented,"Single, that is never married",Student,18, ,High school graduate,Don't know,Moderate,Male,Pepperoni
0.3776,MS,B,South,East South Central,Owned,Divorced,Retired,69, ,High school graduate,"$15,000 but less than $25,000",Refused,Female,Pepperoni
2.9486,SC,B,South,South Atlantic,Owned,Married,Full-time,44, ,Graduated college,"$75,000 but less than $100,000",Somewhat conservative,Female,Pepperoni
0.9743,AR,D,South,West South Central,Owned,Married,Full-time,64, ,Some college,"$75,000 but less than $100,000",Somewhat conservative,Male,Sausage
1.0834,IN,B,North Central,East North Central,Rented,"Single, that is never married",Full-time,21, ,Some college,"$30,000 but less than $40,000",Moderate,Male,Pepperoni
0.9891,AL,B,South,East South Central,Rented,"Single, that is never married",Temporarily unemployed,37, ,High school graduate,"Less than $15,000",Moderate,Male,Sausage
2.0001,FL,C,South,South Atlantic,Rented,"Single, that is never married",Retired,57, ,Less than high school graduate,"$30,000 but less than $40,000",Somewhat conservative,Male,Pepperoni
0.7518,NY,B,North East,Mid Atlantic,Owned,Married,Retired,69, ,High school graduate,"$25,000 but less than $30,000",Moderate,Female,Mushrooms
1.4124,FL,A,South,South Atlantic,Owned,"Single, that is never married",Full-time,55, ,High school graduate,"$30,000 but less than $40,000",Somewhat conservative,Male,Pepperoni
0.5911,IN,C,North Central,East North Central,Owned,Widowed,Retired,54, ,High school graduate,"$30,000 but less than $40,000",Moderate,Male,Sausage
0.6636,MD,A,South,South Atlantic,Owned,"Single, that is never married",Student,19, ,Some college,"$250,000 or more",Moderate,Male,Sausage
0.5598,VT,D,North East,New England,Owned,Married,Full-time,53, ,High school graduate,Don't know,Moderate,Female,Sausage
0.5245,MA,A,North East,New England,Owned,Divorced,Part-time,70, ,High school graduate,"$25,000 but less than $30,000",Moderate,Female,Pepperoni
0.8275,NY,B,North East,Mid Atlantic,Owned,"Single, that is never married",Part-time,21, ,Some college,"$50,000 but less than $75,000",Somewhat liberal,Male,Mushrooms
1.9781,NY,A,North East,Mid Atlantic,Rented,Married,Full-time,27, ,Some college,"$50,000 but less than $75,000",Somewhat conservative,Male,Mushrooms
0.25,CA,A,West,Pacific,Owned,Divorced,Part-time,67, ,Graduated college,"$25,000 but less than $30,000",Moderate,Female,Mushrooms
0.9949,NJ,A,North East,Mid Atlantic,Rented,"Single, that is never married",Full-time,22, ,Graduated college,"$50,000 but less than $75,000",Somewhat liberal,Male,Mushrooms
0.9792,PA,A,North East,Mid Atlantic,Owned,Married,Homemaker,60, ,Some college,Refused,Very conservative,Female,Pepperoni
2.2864,GA,C,South,South Atlantic,Owned,"Single, living with a partner",Full-time,36, ,High school graduate,"$30,000 but less than $40,000",Moderate,Female,Sausage
1.5715,MI,D,North Central,East North Central,Owned,Married,Part-time,51, ,Graduated college,Refused,Somewhat conservative,Female,Pepperoni
0.8081,PA,A,North East,Mid Atlantic,Rented,"Single, that is never married",Part-time,29, ,Some college,"$15,000 but less than $25,000",Very liberal,Female,Pepperoni
0.8561,NJ,A,North East,Mid Atlantic,Owned,Married,Retired,70, ,Some college,"$75,000 but less than $100,000",Very conservative,Female,Pepperoni
0.6702,NJ,A,North East,Mid Atlantic,Owned,Divorced,Temporarily unemployed,51, ,Graduated college,"Less than $15,000",Very liberal,Female,Mushrooms
1.2713,NJ,A,North East,Mid Atlantic,Rented,"Single, that is never married",Full-time,61, ,Graduate school or more,"$40,000 but less than $50,000",Somewhat liberal,Female,Mushrooms
1.004,PA,B,North East,Mid Atlantic,Rented,"Single, that is never married",Full-time,39, ,High school graduate,"$15,000 but less than $25,000",Somewhat conservative,Male,Onions
1.09,MA,A,North East,New England,Rented,"Single, that is never married",Part-time,23, ,Graduated college,"Less than $15,000",Very liberal,Male,Pepperoni
0.9446,OH,B,North Central,East North Central,Rented,Divorced,Part-time,22, ,Some college,"$25,000 but less than $30,000",Somewhat liberal,Male,Mushrooms
2.0812,MO,D,North Central,West North Central,Rented,Divorced,Full-time,32, ,Some college,"$15,000 but less than $25,000",Somewhat liberal,Female,Onions
0.6105,MI,D,North Central,East North Central,Owned,"Single, that is never married",Full-time,30, ,Some college,"$50,000 but less than $75,000",Somewhat conservative,Male,Pepperoni
0.4822,NE,B,North Central,West North Central,Owned,Widowed,Full-time,52, ,High school graduate,"$30,000 but less than $40,000",Moderate,Female,Sausage
0.9634,IN,C,North Central,East North Central,Rented,Married,Retired,53, ,Less than high school graduate,"Less than $15,000",Somewhat conservative,Male,Pepperoni
1.4765,IL,D,North Central,East North Central,Owned,"Single, living with a partner",Full-time,35, ,High school graduate,"Less than $15,000",Very conservative,Male,Don't know/no answer
0.4037,MN,A,North Central,West North Central,Owned,Married,Retired,73, ,Graduated college,"$40,000 but less than $50,000",Very conservative,Male,Sausage
1.69,IN,B,North Central,East North Central,Rented,Married,Full-time,22, ,High school graduate,"$30,000 but less than $40,000",Moderate,Male,Pepperoni
0.6573,WI,B,North Central,East North Central,Owned,"Single, living with a partner",Part-time,21, ,Some college,"Less than $15,000",Somewhat conservative,Male,Sausage
1.1435,IL,D,North Central,East North Central,Owned,Married,Retired,63, ,High school graduate,Refused,Refused,Male,Mushrooms
2.077,PA,A,North East,Mid Atlantic,Rented,"Single, that is never married",Part-time,20, ,Some college,"Less than $15,000",Moderate,Female,Sausage
1.0976,IN,C,North Central,East North Central,Owned,Divorced,Full-time,29, ,High school graduate,"$75,000 but less than $100,000",Moderate,Male,Pepperoni
2.1084,OH,D,North Central,East North Central,Rented,"Single, that is never married",Homemaker,40, ,High school graduate,Refused,Somewhat conservative,Female,Pepperoni
2.1084,OH,D,North Central,East North Central,Rented,"Single, living with a partner",Homemaker,40, ,High school graduate,"$50,000 but less than $75,000",Moderate,Female,Sausage
0.5459,OH,C,North Central,East North Central,Owned,Married,Full-time,52, ,Graduate school or more,"$75,000 but less than $100,000",Very conservative,Female,Pepperoni
3.1537,NY,B,North East,Mid Atlantic,Owned,Married,Part-time,40, ,High school graduate,"$40,000 but less than $50,000",Moderate,Male,Pepperoni
0.6934,IL,A,North Central,East North Central,Owned,Married,Full-time,69, ,Graduate school or more,"$15,000 but less than $25,000",Somewhat conservative,Female,Don't know/no answer
1.8134,OH,A,North Central,East North Central,Rented,"Single, that is never married",Temporarily unemployed,53, ,Less than high school graduate,"Less than $15,000",Moderate,Male,Pepperoni
0.4073,MI,A,North Central,East North Central,Rented,"Single, that is never married",Retired,58, ,High school graduate,"Less than $15,000",Somewhat liberal,Female,Sausage
1.3044,LA,B,South,West South Central,Refused,Refused,Full-time,57, ,Some college,Refused,Moderate,Female,Sausage
1.3866,NE,C,North Central,West North Central,Owned,Married,Full-time,42, ,Graduated college,"$150,000 to under $200,000",Somewhat liberal,Female,Mushrooms
1.2573,KS,D,North Central,West North Central,Owned,Married,Full-time,46, ,Some college,"$50,000 but less than $75,000",Somewhat conservative,Male,Don't know/no answer
1.4643,OH,C,North Central,East North Central,Owned,Married,Disabled/Handicapped,51, ,Some college,"$30,000 but less than $40,000",Moderate,Female,Pepperoni
0.6643,OH,B,North Central,East North Central,Rented,Separated,Full-time,29, ,Less than high school graduate,"$15,000 but less than $25,000",Somewhat liberal,Male,Onions
0.7188,OH,C,North Central,East North Central,Owned,Married,Full-time,38, ,High school graduate,"$50,000 but less than $75,000",Moderate,Male,Sausage
0.5437,ND,C,North Central,West North Central,Owned,Married,Part-time,Refused,50-64,Graduated college,Refused,Very conservative,Female,Pepperoni
1.0039,OH,B,North Central,East North Central,Owned,Married,Full-time,50, ,Graduated college,"$75,000 but less than $100,000",Somewhat conservative,Female,Pepperoni
1.8517,OH,B,North Central,East North Central,Rented,Married,Full-time,19, ,High school graduate,"$15,000 but less than $25,000",Moderate,Male,Mushrooms
1.3449,MN,D,North Central,West North Central,Rented,Married,Full-time,23, ,High school graduate,"$30,000 but less than $40,000",Somewhat conservative,Male,Mushrooms
0.9376,IL,A,North Central,East North Central,Owned,"Single, that is never married",Full-time,24, ,Graduated college,"$15,000 but less than $25,000",Moderate,Male,Pepperoni
1.09,MA,A,North East,New England,Rented,"Single, that is never married",Full-time,23, ,Graduated college,"$15,000 but less than $25,000",Somewhat liberal,Male,Don't know/no answer
1.7745,SD,D,North Central,West North Central,Rented,"Single, living with a partner",Part-time,19, ,High school graduate,"$15,000 but less than $25,000",Somewhat conservative,Female,Pepperoni
0.7988,IN,B,North Central,East North Central,Rented,Divorced,Retired,75, ,High school graduate,"Less than $15,000",Moderate,Female,Pepperoni
0.9048,ND,C,North Central,West North Central,Owned,Divorced,Full-time,70, ,High school graduate,"$50,000 but less than $75,000",Somewhat conservative,Male,Sausage
0.9364,IN,B,North Central,East North Central,Rented,"Single, that is never married",Part-time,26, ,Less than high school graduate,"Less than $15,000",Moderate,Female,Pepperoni
0.7869,WI,D,North Central,East North Central,Owned,Married,Retired,66, ,High school graduate,Refused,Somewhat conservative,Male,Sausage
1.2186,IL,A,North Central,East North Central,Rented,Divorced,Disabled/Handicapped,61, ,High school graduate,Don't know,Moderate,Female,Pepperoni
1.8315,MI,B,North Central,East North Central,Owned,"Single, that is never married",Full-time,43, ,Some college,"$40,000 but less than $50,000",Moderate,Male,Sausage
1.5508,IN,B,North Central,East North Central,Rented,Married,Full-time,28, ,Graduated college,"$75,000 but less than $100,000",Somewhat liberal,Male,Sausage
1.0016,OH,A,North Central,East North Central,Owned,Married,Full-time,52, ,Graduate school or more,"$100,000 to under $150,000",Moderate,Female,Mushrooms
2.3929,MO,C,North Central,West North Central,Owned,Married,Full-time,33, ,Graduated college,"$75,000 but less than $100,000",Very conservative,Male,Onions
0.458,IL,A,North Central,East North Central,Owned,"Single, living with a partner",Part-time,65, ,Graduate school or more,"$50,000 but less than $75,000",Moderate,Female,Mushrooms
1.6497,IL,A,North Central,East North Central,Owned,Married,Part-time,41, ,Graduated college,"$100,000 to under $150,000",Somewhat liberal,Female,Pepperoni
1.7342,NJ,A,North East,Mid Atlantic,Owned,Married,Full-time,57, ,Some college,"$75,000 but less than $100,000",Moderate,Male,Mushrooms
1.4932,TX,A,South,West South Central,Owned,Married,Full-time,35, ,Graduate school or more,"$200,000 to under $250,000",Somewhat conservative,Male,Pepperoni
